antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
COMP:compute_claims,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E10,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E10,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E16,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E16,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E17,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E17,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E18,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E18,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E19,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E19,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E2,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E2,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E23,0.35,0.35,0.31666666666666665,0.9047619047619047,2.585034013605442,1.0,0.19416666666666665,6.824999999999993,0.9433198380566801,0.8260869565217391,0.8534798534798533,0.9047619047619047
EVT:E23,COMP:compute_claims,0.35,0.35,0.31666666666666665,0.9047619047619047,2.585034013605442,1.0,0.19416666666666665,6.824999999999993,0.9433198380566801,0.8260869565217391,0.8534798534798533,0.9047619047619047
EVT:E3,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E3,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_claims,EVT:E6,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E6,COMP:compute_claims,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:compute_resource_tracker,EVT:E28,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
EVT:E28,COMP:compute_resource_tracker,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
COMP:compute_resource_tracker,EVT:E30,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
EVT:E30,COMP:compute_resource_tracker,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
COMP:compute_resource_tracker,EVT:E32,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
EVT:E32,COMP:compute_resource_tracker,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
COMP:compute_resource_tracker,EVT:E41,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
EVT:E41,COMP:compute_resource_tracker,0.25,0.25,0.25,1.0,4.0,1.0,0.1875,inf,1.0,1.0,1.0,1.0
COMP:compute_server_external_events,EVT:E12,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
EVT:E12,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
COMP:compute_server_external_events,EVT:E15,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
EVT:E15,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
COMP:compute_server_external_events,EVT:E21,0.36666666666666664,0.38333333333333336,0.36666666666666664,1.0,2.608695652173913,1.0,0.2261111111111111,inf,0.9736842105263158,0.9565217391304347,1.0,0.9782608695652173
EVT:E21,COMP:compute_server_external_events,0.38333333333333336,0.36666666666666664,0.36666666666666664,0.9565217391304346,2.6086956521739126,1.0,0.2261111111111111,14.5666666666666,1.0,0.9565217391304347,0.9313501144164756,0.9782608695652173
EVT:E31,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.36666666666666664,1.0,2.7272727272727275,1.0,0.23222222222222222,inf,1.0000000000000002,1.0,1.0,1.0
COMP:compute_server_external_events,EVT:E31,0.36666666666666664,0.36666666666666664,0.36666666666666664,1.0,2.7272727272727275,1.0,0.23222222222222222,inf,1.0000000000000002,1.0,1.0,1.0
COMP:compute_server_external_events,EVT:E9,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
EVT:E9,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
COMP:compute_server_external_events,KW:build,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
KW:build,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
KW:spawn,COMP:compute_server_external_events,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
COMP:compute_server_external_events,KW:spawn,0.36666666666666664,0.36666666666666664,0.35,0.9545454545454547,2.6033057851239674,1.0,0.21555555555555556,13.93333333333338,0.9724310776942356,0.9130434782608696,0.9282296650717707,0.9545454545454547
COMP:openstack_wsgi,EVT:E13,0.35,0.35,0.3,0.8571428571428571,2.4489795918367347,1.0,0.1775,4.549999999999999,0.9102564102564101,0.75,0.7802197802197801,0.8571428571428571
EVT:E13,COMP:openstack_wsgi,0.35,0.35,0.3,0.8571428571428571,2.4489795918367347,1.0,0.1775,4.549999999999999,0.9102564102564101,0.75,0.7802197802197801,0.8571428571428571
COMP:openstack_wsgi,EVT:E14,0.35,0.35,0.3,0.8571428571428571,2.4489795918367347,1.0,0.1775,4.549999999999999,0.9102564102564101,0.75,0.7802197802197801,0.8571428571428571
EVT:E14,COMP:openstack_wsgi,0.35,0.35,0.3,0.8571428571428571,2.4489795918367347,1.0,0.1775,4.549999999999999,0.9102564102564101,0.75,0.7802197802197801,0.8571428571428571
COMP:openstack_wsgi,EVT:E33,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E33,COMP:openstack_wsgi,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
COMP:openstack_wsgi,EVT:E36,0.35,0.4166666666666667,0.31666666666666665,0.9047619047619047,2.1714285714285713,1.0,0.1708333333333333,6.124999999999992,0.8299595141700403,0.7037037037037037,0.836734693877551,0.8323809523809522
EVT:E36,COMP:openstack_wsgi,0.4166666666666667,0.35,0.31666666666666665,0.7599999999999999,2.1714285714285713,1.0,0.1708333333333333,2.708333333333332,0.9248120300751881,0.7037037037037037,0.6307692307692306,0.8323809523809522
COMP:openstack_wsgi,EVT:E4,0.35,0.35,0.2833333333333333,0.8095238095238094,2.312925170068027,1.0,0.16083333333333333,3.4124999999999983,0.8733031674208144,0.68,0.7069597069597068,0.8095238095238094
EVT:E4,COMP:openstack_wsgi,0.35,0.35,0.2833333333333333,0.8095238095238094,2.312925170068027,1.0,0.16083333333333333,3.4124999999999983,0.8733031674208144,0.68,0.7069597069597068,0.8095238095238094
EVT:E42,COMP:openstack_wsgi,0.4166666666666667,0.35,0.31666666666666665,0.7599999999999999,2.1714285714285713,1.0,0.1708333333333333,2.708333333333332,0.9248120300751881,0.7037037037037037,0.6307692307692306,0.8323809523809522
COMP:openstack_wsgi,EVT:E42,0.35,0.4166666666666667,0.31666666666666665,0.9047619047619047,2.1714285714285713,1.0,0.1708333333333333,6.124999999999992,0.8299595141700403,0.7037037037037037,0.836734693877551,0.8323809523809522
COMP:openstack_wsgi,EVT:E5,0.35,0.35,0.2833333333333333,0.8095238095238094,2.312925170068027,1.0,0.16083333333333333,3.4124999999999983,0.8733031674208144,0.68,0.7069597069597068,0.8095238095238094
EVT:E5,COMP:openstack_wsgi,0.35,0.35,0.2833333333333333,0.8095238095238094,2.312925170068027,1.0,0.16083333333333333,3.4124999999999983,0.8733031674208144,0.68,0.7069597069597068,0.8095238095238094
COMP:openstack_wsgi,KW:exception,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
KW:exception,COMP:openstack_wsgi,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E10,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E10,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E16,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E16,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E17,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E17,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E18,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E18,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E19,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E19,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E2,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E2,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E23,0.35,0.35,0.31666666666666665,0.9047619047619047,2.585034013605442,1.0,0.19416666666666665,6.824999999999993,0.9433198380566801,0.8260869565217391,0.8534798534798533,0.9047619047619047
EVT:E23,EVT:E1,0.35,0.35,0.31666666666666665,0.9047619047619047,2.585034013605442,1.0,0.19416666666666665,6.824999999999993,0.9433198380566801,0.8260869565217391,0.8534798534798533,0.9047619047619047
EVT:E3,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E3,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E1,EVT:E6,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E6,EVT:E1,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E16,EVT:E10,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E10,EVT:E16,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E10,EVT:E17,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E17,EVT:E10,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
EVT:E10,EVT:E18,0.35,0.35,0.35,1.0,2.857142857142857,1.0,0.22749999999999998,inf,1.0,1.0,1.0,1.0
