support,itemsets
1.0,LEVEL:INFO
1.0,HOUR:00
0.9302325581395349,COMP:wsgi_server
0.9069767441860465,EVT:E25
0.5755813953488372,COMP:compute_manager
0.6511627906976745,COMP:libvirt_imagecache
0.47674418604651164,EVT:E35
0.47674418604651164,EVT:E34
0.47674418604651164,EVT:E27
0.38953488372093026,COMP:libvirt_driver
0.37209302325581395,EVT:E26
1.0,HOUR:00|LEVEL:INFO
0.9302325581395349,COMP:wsgi_server|HOUR:00
0.9302325581395349,COMP:wsgi_server|LEVEL:INFO
0.9302325581395349,COMP:wsgi_server|HOUR:00|LEVEL:INFO
0.9069767441860465,COMP:wsgi_server|EVT:E25
0.9069767441860465,EVT:E25|HOUR:00
0.9069767441860465,EVT:E25|LEVEL:INFO
0.9069767441860465,COMP:wsgi_server|EVT:E25|HOUR:00
0.9069767441860465,COMP:wsgi_server|EVT:E25|LEVEL:INFO
0.9069767441860465,EVT:E25|HOUR:00|LEVEL:INFO
0.5755813953488372,COMP:compute_manager|EVT:E25
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server
0.5755813953488372,COMP:compute_manager|HOUR:00
0.5755813953488372,COMP:compute_manager|LEVEL:INFO
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|EVT:E25
0.5755813953488372,COMP:compute_manager|EVT:E25|HOUR:00
0.5755813953488372,COMP:compute_manager|EVT:E25|LEVEL:INFO
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E25
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|HOUR:00
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|LEVEL:INFO
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|COMP:wsgi_server
0.5755813953488372,COMP:compute_manager|HOUR:00|LEVEL:INFO
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|HOUR:00
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|LEVEL:INFO
0.6511627906976745,COMP:libvirt_imagecache|HOUR:00
0.6511627906976745,COMP:libvirt_imagecache|LEVEL:INFO
0.5872093023255814,COMP:libvirt_imagecache|COMP:wsgi_server
0.563953488372093,COMP:libvirt_imagecache|EVT:E25
0.6511627906976745,COMP:libvirt_imagecache|HOUR:00|LEVEL:INFO
0.5872093023255814,COMP:libvirt_imagecache|COMP:wsgi_server|HOUR:00
0.563953488372093,COMP:libvirt_imagecache|EVT:E25|HOUR:00
0.5872093023255814,COMP:libvirt_imagecache|COMP:wsgi_server|LEVEL:INFO
0.563953488372093,COMP:libvirt_imagecache|EVT:E25|LEVEL:INFO
0.563953488372093,COMP:libvirt_imagecache|COMP:wsgi_server|EVT:E25
0.47674418604651164,COMP:libvirt_imagecache|EVT:E35
0.47674418604651164,EVT:E25|EVT:E35
0.47674418604651164,COMP:wsgi_server|EVT:E35
0.47674418604651164,EVT:E35|HOUR:00
0.47674418604651164,EVT:E35|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|EVT:E35
0.47674418604651164,COMP:libvirt_imagecache|EVT:E25|EVT:E35
0.47674418604651164,COMP:libvirt_imagecache|COMP:wsgi_server|EVT:E35
0.47674418604651164,COMP:libvirt_imagecache|EVT:E35|HOUR:00
0.47674418604651164,COMP:libvirt_imagecache|EVT:E35|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E35
0.47674418604651164,COMP:wsgi_server|EVT:E25|EVT:E35
0.47674418604651164,EVT:E25|EVT:E35|HOUR:00
0.47674418604651164,EVT:E25|EVT:E35|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|EVT:E25|EVT:E35
0.47674418604651164,COMP:wsgi_server|EVT:E35|HOUR:00
0.47674418604651164,COMP:wsgi_server|EVT:E35|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|COMP:wsgi_server|EVT:E35
0.47674418604651164,EVT:E35|HOUR:00|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|EVT:E35|HOUR:00
0.38953488372093026,COMP:compute_manager|EVT:E35|LEVEL:INFO
0.47674418604651164,EVT:E34|EVT:E35
0.47674418604651164,COMP:libvirt_imagecache|EVT:E34
0.47674418604651164,EVT:E25|EVT:E34
0.47674418604651164,COMP:wsgi_server|EVT:E34
0.47674418604651164,EVT:E34|HOUR:00
0.47674418604651164,EVT:E34|LEVEL:INFO
0.38953488372093026,COMP:compute_manager|EVT:E34
