support,itemsets
0.5755813953488372,COMP:compute_manager
0.38953488372093026,COMP:libvirt_driver
0.6511627906976745,COMP:libvirt_imagecache
0.9302325581395349,COMP:wsgi_server
0.9069767441860465,EVT:E25
0.37209302325581395,EVT:E26
0.47674418604651164,EVT:E27
0.47674418604651164,EVT:E34
0.47674418604651164,EVT:E35
0.1744186046511628,EVT:E36
0.1744186046511628,EVT:E42
0.2441860465116279,EVT:E7
0.18023255813953487,FLAG:FAILURE
1.0,HOUR:00
1.0,LEVEL:INFO
0.18023255813953487,LEVEL:WARNING
0.36046511627906974,COMP:compute_manager|COMP:libvirt_driver
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server
0.5755813953488372,COMP:compute_manager|EVT:E25
0.26744186046511625,COMP:compute_manager|EVT:E26
0.38953488372093026,COMP:compute_manager|EVT:E27
0.38953488372093026,COMP:compute_manager|EVT:E34
0.38953488372093026,COMP:compute_manager|EVT:E35
0.2441860465116279,COMP:compute_manager|EVT:E7
0.5755813953488372,COMP:compute_manager|HOUR:00
0.5755813953488372,COMP:compute_manager|LEVEL:INFO
0.29651162790697677,COMP:libvirt_driver|COMP:libvirt_imagecache
0.38953488372093026,COMP:libvirt_driver|COMP:wsgi_server
0.38953488372093026,COMP:libvirt_driver|EVT:E25
0.26744186046511625,COMP:libvirt_driver|EVT:E26
0.2616279069767442,COMP:libvirt_driver|EVT:E27
0.2616279069767442,COMP:libvirt_driver|EVT:E34
0.2616279069767442,COMP:libvirt_driver|EVT:E35
0.38953488372093026,COMP:libvirt_driver|HOUR:00
0.38953488372093026,COMP:libvirt_driver|LEVEL:INFO
0.5872093023255814,COMP:libvirt_imagecache|COMP:wsgi_server
0.563953488372093,COMP:libvirt_imagecache|EVT:E25
0.29069767441860467,COMP:libvirt_imagecache|EVT:E26
0.47674418604651164,COMP:libvirt_imagecache|EVT:E27
0.47674418604651164,COMP:libvirt_imagecache|EVT:E34
0.47674418604651164,COMP:libvirt_imagecache|EVT:E35
0.1744186046511628,COMP:libvirt_imagecache|EVT:E36
0.1744186046511628,COMP:libvirt_imagecache|EVT:E42
0.20930232558139536,COMP:libvirt_imagecache|EVT:E7
0.18023255813953487,COMP:libvirt_imagecache|FLAG:FAILURE
0.6511627906976745,COMP:libvirt_imagecache|HOUR:00
0.6511627906976745,COMP:libvirt_imagecache|LEVEL:INFO
0.18023255813953487,COMP:libvirt_imagecache|LEVEL:WARNING
0.9069767441860465,COMP:wsgi_server|EVT:E25
0.37209302325581395,COMP:wsgi_server|EVT:E26
0.47674418604651164,COMP:wsgi_server|EVT:E27
0.47674418604651164,COMP:wsgi_server|EVT:E34
0.47674418604651164,COMP:wsgi_server|EVT:E35
0.2441860465116279,COMP:wsgi_server|EVT:E7
0.9302325581395349,COMP:wsgi_server|HOUR:00
0.9302325581395349,COMP:wsgi_server|LEVEL:INFO
0.3488372093023256,EVT:E25|EVT:E26
0.47674418604651164,EVT:E25|EVT:E27
0.47674418604651164,EVT:E25|EVT:E34
0.47674418604651164,EVT:E25|EVT:E35
0.2441860465116279,EVT:E25|EVT:E7
0.9069767441860465,EVT:E25|HOUR:00
0.9069767441860465,EVT:E25|LEVEL:INFO
0.18023255813953487,EVT:E26|EVT:E27
0.18023255813953487,EVT:E26|EVT:E34
0.18023255813953487,EVT:E26|EVT:E35
0.37209302325581395,EVT:E26|HOUR:00
0.37209302325581395,EVT:E26|LEVEL:INFO
0.47674418604651164,EVT:E27|EVT:E34
0.47674418604651164,EVT:E27|EVT:E35
0.20930232558139536,EVT:E27|EVT:E7
0.47674418604651164,EVT:E27|HOUR:00
0.47674418604651164,EVT:E27|LEVEL:INFO
0.47674418604651164,EVT:E34|EVT:E35
0.20930232558139536,EVT:E34|EVT:E7
0.47674418604651164,EVT:E34|HOUR:00
0.47674418604651164,EVT:E34|LEVEL:INFO
0.20930232558139536,EVT:E35|EVT:E7
0.47674418604651164,EVT:E35|HOUR:00
0.47674418604651164,EVT:E35|LEVEL:INFO
0.1744186046511628,EVT:E36|EVT:E42
0.1744186046511628,EVT:E36|FLAG:FAILURE
0.1744186046511628,EVT:E36|HOUR:00
0.1744186046511628,EVT:E36|LEVEL:INFO
0.1744186046511628,EVT:E36|LEVEL:WARNING
0.1744186046511628,EVT:E42|FLAG:FAILURE
0.1744186046511628,EVT:E42|HOUR:00
0.1744186046511628,EVT:E42|LEVEL:INFO
0.1744186046511628,EVT:E42|LEVEL:WARNING
0.2441860465116279,EVT:E7|HOUR:00
0.2441860465116279,EVT:E7|LEVEL:INFO
0.18023255813953487,FLAG:FAILURE|HOUR:00
0.18023255813953487,FLAG:FAILURE|LEVEL:INFO
0.18023255813953487,FLAG:FAILURE|LEVEL:WARNING
1.0,HOUR:00|LEVEL:INFO
0.18023255813953487,HOUR:00|LEVEL:WARNING
0.18023255813953487,LEVEL:INFO|LEVEL:WARNING
0.27325581395348836,COMP:compute_manager|COMP:libvirt_driver|COMP:libvirt_imagecache
0.36046511627906974,COMP:compute_manager|COMP:libvirt_driver|COMP:wsgi_server
0.36046511627906974,COMP:compute_manager|COMP:libvirt_driver|EVT:E25
0.23837209302325582,COMP:compute_manager|COMP:libvirt_driver|EVT:E26
0.2616279069767442,COMP:compute_manager|COMP:libvirt_driver|EVT:E27
0.2616279069767442,COMP:compute_manager|COMP:libvirt_driver|EVT:E34
0.2616279069767442,COMP:compute_manager|COMP:libvirt_driver|EVT:E35
0.36046511627906974,COMP:compute_manager|COMP:libvirt_driver|HOUR:00
0.36046511627906974,COMP:compute_manager|COMP:libvirt_driver|LEVEL:INFO
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|COMP:wsgi_server
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E25
0.19767441860465115,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E26
0.38953488372093026,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E27
0.38953488372093026,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E34
0.38953488372093026,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E35
0.20930232558139536,COMP:compute_manager|COMP:libvirt_imagecache|EVT:E7
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|HOUR:00
0.4127906976744186,COMP:compute_manager|COMP:libvirt_imagecache|LEVEL:INFO
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|EVT:E25
0.26744186046511625,COMP:compute_manager|COMP:wsgi_server|EVT:E26
0.38953488372093026,COMP:compute_manager|COMP:wsgi_server|EVT:E27
0.38953488372093026,COMP:compute_manager|COMP:wsgi_server|EVT:E34
0.38953488372093026,COMP:compute_manager|COMP:wsgi_server|EVT:E35
0.2441860465116279,COMP:compute_manager|COMP:wsgi_server|EVT:E7
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|HOUR:00
0.5755813953488372,COMP:compute_manager|COMP:wsgi_server|LEVEL:INFO
0.26744186046511625,COMP:compute_manager|EVT:E25|EVT:E26
0.38953488372093026,COMP:compute_manager|EVT:E25|EVT:E27
0.38953488372093026,COMP:compute_manager|EVT:E25|EVT:E34
0.38953488372093026,COMP:compute_manager|EVT:E25|EVT:E35
0.2441860465116279,COMP:compute_manager|EVT:E25|EVT:E7
0.5755813953488372,COMP:compute_manager|EVT:E25|HOUR:00
